ID_рейса,Дата,Регион_отправления,Регион_назначения,Тип_груза,Вид_транспорта,Перевозчик,Вес_тонн,Расстояние_км,Стоимость_тенге
HYR-20258856,2025-12-15 12:14,ВИЭ-Кластер Абай (Мангистау),Атырау (Нефтемаш),Солнечные панели и инверторы,Ж/Д транспорт,Kuryk Port Logistics,59.9,65,129900.0
HYR-20258857,2025-08-30 15:22,Порт Актау,ВИЭ-Кластер Абай (Мангистау),Модули электролизеров (Водород),Морской фрахт,Svevind Global Transport,8.05,405,110200.0
HYR-20258858,2025-08-20 11:04,Порт Баку (Азербайджан),Порт Актау,Оборудование опреснения воды,Морской фрахт,SilkWay Heavy Haulage,53.63,448,1126800.0
HYR-20258859,2025-03-31 00:05,Порт Баку (Азербайджан),Астана (Логистический хаб),Спецтехника и металлоконструкции,Автотранспорт (Трал),SilkWay Heavy Haulage,8.97,698,340200.0
HYR-20258860,2025-06-09 22:34,Порт Роттердам (Нидерланды),Порт Актау,Оборудование опреснения воды,Морской фрахт,Kuryk Port Logistics,24.84,3942,3542000.0
HYR-20258861,2025-10-06 17:52,ВИЭ-Кластер Рахым (Мангистау),ВИЭ-Кластер Абай (Мангистау),Солнечные панели и инверторы,Автотранспорт (Трал),KazMano-Trans LLC,6.34,250,75800.0
HYR-20258862,2025-07-25 07:53,Промзона Курык (Hyrasia HQ),Порт Баку (Азербайджан),Спецтехника и металлоконструкции,Автотранспорт (Трал),Kuryk Port Logistics,59.69,420,1085500.0
HYR-20258863,2025-11-09 05:42,Порт Роттердам (Нидерланды),Атырау (Нефтемаш),Компоненты ветротурбин (Лопасти/Башни),Морской фрахт,Kuryk Port Logistics,47.41,3896,9437900.0
HYR-20258864,2025-08-02 04:43,Промзона Курык (Hyrasia HQ),Порт Баку (Азербайджан),Солнечные панели и инверторы,Морской фрахт,Kuryk Port Logistics,27.15,754,813200.0
HYR-20258865,2025-06-10 01:42,ВИЭ-Кластер Рахым (Мангистау),ВИЭ-Кластер Абай (Мангистау),Модули электролизеров (Водород),Ж/Д транспорт,KazMano-Trans LLC,27.65,426,639500.0
HYR-20258866,2025-12-28 15:26,ВИЭ-Кластер Рахым (Мангистау),Промзона Курык (Hyrasia HQ),Спецтехника и металлоконструкции,Ж/Д транспорт,Svevind Global Transport,43.39,128,178100.0
HYR-20258867,2025-07-29 16:31,Порт Роттердам (Нидерланды),Астана (Логистический хаб),Компоненты ветротурбин (Лопасти/Башни),Автотранспорт (Трал),Caspian Sea Logistics,10.38,4427,2509700.0
HYR-20258868,2025-09-29 03:29,Промзона Курык (Hyrasia HQ),Порт Роттердам (Нидерланды),Компоненты ветротурбин (Лопасти/Башни),Автотранспорт (Трал),SilkWay Heavy Haulage,13.7,4288,3005200.0
HYR-20258869,2025-08-06 00:19,Астана (Логистический хаб),Порт Роттердам (Нидерланды),Модули электролизеров (Водород),Морской фрахт,Kuryk Port Logistics,55.83,4025,11609100.0
HYR-20258870,2025-12-11 04:55,ВИЭ-Кластер Абай (Мангистау),Порт Баку (Азербайджан),Спецтехника и металлоконструкции,Автотранспорт (Контейнеровоз),SilkWay Heavy Haulage,17.14,535,468200.0
HYR-20258871,2025-07-08 02:15,Астана (Логистический хаб),Порт Актау,Зеленый аммиак (ЖД цистерны),Автотранспорт (Контейнеровоз),Caspian Sea Logistics,48.6,1706,4273800.0
HYR-20258872,2025-11-13 20:55,Промзона Курык (Hyrasia HQ),Атырау (Нефтемаш),Солнечные панели и инверторы,Морской фрахт,SilkWay Heavy Haulage,18.55,267,249500.0
HYR-20258873,2025-01-06 11:44,Порт Баку (Азербайджан),Астана (Логистический хаб),Оборудование опреснения воды,Автотранспорт (Трал),Caspian Sea Logistics,10.29,498,269000.0
HYR-20258874,2025-03-25 08:35,ВИЭ-Кластер Абай (Мангистау),Порт Актау,Спецтехника и металлоконструкции,Автотранспорт (Трал),Svevind Global Transport,59.0,226,553600.0
HYR-20258875,2025-05-10 06:48,ВИЭ-Кластер Рахым (Мангистау),Порт Актау,Солнечные панели и инверторы,Автотранспорт (Контейнеровоз),Svevind Global Transport,59.1,169,534200.0
HYR-20258876,2025-06-03 22:26,Порт Баку (Азербайджан),ВИЭ-Кластер Абай (Мангистау),Модули электролизеров (Водород),Ж/Д транспорт,Caspian Sea Logistics,41.32,724,1185400.0
HYR-20258877,2025-07-04 04:37,ВИЭ-Кластер Рахым (Мангистау),Промзона Курык (Hyrasia HQ),Оборудование опреснения воды,Автотранспорт (Трал),Caspian Sea Logistics,32.72,211,332900.0
HYR-20258878,2025-07-19 08:22,Промзона Курык (Hyrasia HQ),Астана (Логистический хаб),Зеленый аммиак (ЖД цистерны),Морской фрахт,Mangystau Cargo Express,38.17,1765,3217500.0
HYR-20258879,2025-05-15 12:28,Порт Роттердам (Нидерланды),Атырау (Нефтемаш),Модули электролизеров (Водород),Автотранспорт (Трал),KazMano-Trans LLC,29.49,3517,5240000.0
HYR-20258880,2025-04-08 13:06,Порт Баку (Азербайджан),ВИЭ-Кластер Абай (Мангистау),Солнечные панели и инверторы,Автотранспорт (Трал),KazMano-Trans LLC,50.43,606,1481000.0
HYR-20258881,2025-03-28 11:01,Порт Актау,Атырау (Нефтемаш),Компоненты ветротурбин (Лопасти/Башни),Ж/Д транспорт,Kuryk Port Logistics,50.27,183,284100.0
HYR-20258882,2025-03-07 01:48,Порт Баку (Азербайджан),ВИЭ-Кластер Рахым (Мангистау),Модули электролизеров (Водород),Автотранспорт (Контейнеровоз),SilkWay Heavy Haulage,54.14,667,1750600.0
HYR-20258883,2025-06-13 14:43,Жанаозен,ВИЭ-Кластер Рахым (Мангистау),Модули электролизеров (Водород),Ж/Д транспорт,SilkWay Heavy Haulage,36.38,403,661700.0
HYR-20258884,2025-12-24 13:48,ВИЭ-Кластер Рахым (Мангистау),Атырау (Нефтемаш),Солнечные панели и инверторы,Морской фрахт,Caspian Sea Logistics,53.08,355,816500.0
HYR-20258885,2025-12-30 13:26,Промзона Курык (Hyrasia HQ),Порт Актау,Зеленый аммиак (ЖД цистерны),Морской фрахт,Kuryk Port Logistics,14.34,349,255100.0
HYR-20258886,2025-04-19 21:57,Жанаозен,Промзона Курык (Hyrasia HQ),Солнечные панели и инверторы,Ж/Д транспорт,Caspian Sea Logistics,6.81,79,33300.0
HYR-20258887,2025-10-02 16:36,Атырау (Нефтемаш),Промзона Курык (Hyrasia HQ),Солнечные панели и инверторы,Морской фрахт,KazMano-Trans LLC,43.88,210,470300.0
HYR-20258888,2025-12-27 21:16,Порт Актау,Астана (Логистический хаб),Зеленый аммиак (ЖД цистерны),Морской фрахт,Kuryk Port Logistics,11.33,2201,1123700.0
HYR-20258889,2025-07-12 11:29,Астана (Логистический хаб),Жанаозен,Зеленый аммиак (ЖД цистерны),Автотранспорт (Трал),Kuryk Port Logistics,38.04,2361,3107100.0
HYR-20258890,2025-07-07 00:09,ВИЭ-Кластер Рахым (Мангистау),Порт Роттердам (Нидерланды),Модули электролизеров (Водород),Морской фрахт,SilkWay Heavy Haulage,48.27,3503,7220000.0
HYR-20258891,2025-05-10 18:29,Астана (Логистический хаб),Порт Роттердам (Нидерланды),Компоненты ветротурбин (Лопасти/Башни),Автотранспорт (Трал),KazMano-Trans LLC,29.43,3959,4999000.0
HYR-20258892,2025-10-17 13:28,Промзона Курык (Hyrasia HQ),Жанаозен,Солнечные панели и инверторы,Морской фрахт,Svevind Global Transport,7.63,316,91900.0
HYR-20258893,2025-03-17 02:18,Астана (Логистический хаб),ВИЭ-Кластер Рахым (Мангистау),Компоненты ветротурбин (Лопасти/Башни),Автотранспорт (Контейнеровоз),KazMano-Trans LLC,58.23,2106,7098000.0
HYR-20258894,2025-02-13 02:00,Промзона Курык (Hyrasia HQ),Порт Роттердам (Нидерланды),Зеленый аммиак (ЖД цистерны),Ж/Д транспорт,KazMano-Trans LLC,7.59,3669,2086000.0
HYR-20258895,2025-12-17 13:08,Промзона Курык (Hyrasia HQ),Порт Актау,Зеленый аммиак (ЖД цистерны),Автотранспорт (Контейнеровоз),Caspian Sea Logistics,59.29,386,982900.0
HYR-20258896,2025-11-14 23:04,ВИЭ-Кластер Абай (Мангистау),Порт Роттердам (Нидерланды),Солнечные панели и инверторы,Ж/Д транспорт,SilkWay Heavy Haulage,8.16,4308,1673900.0
HYR-20258897,2025-02-09 10:55,ВИЭ-Кластер Абай (Мангистау),Жанаозен,Модули электролизеров (Водород),Автотранспорт (Трал),Svevind Global Transport,49.11,439,1335900.0
HYR-20258898,2025-05-31 12:21,Порт Актау,Атырау (Нефтемаш),Солнечные панели и инверторы,Автотранспорт (Контейнеровоз),KazMano-Trans LLC,60.49,135,371000.0
HYR-20258899,2025-03-20 07:49,Промзона Курык (Hyrasia HQ),ВИЭ-Кластер Абай (Мангистау),Модули электролизеров (Водород),Ж/Д транспорт,KazMano-Trans LLC,59.42,75,144000.0
HYR-20258900,2025-10-25 20:26,Порт Актау,Порт Баку (Азербайджан),Оборудование опреснения воды,Автотранспорт (Трал),Caspian Sea Logistics,58.6,521,1626800.0
HYR-20258901,2025-04-27 10:04,ВИЭ-Кластер Абай (Мангистау),ВИЭ-Кластер Рахым (Мангистау),Модули электролизеров (Водород),Морской фрахт,Kuryk Port Logistics,57.98,312,739800.0
HYR-20258902,2025-05-09 13:02,Порт Актау,Промзона Курык (Hyrasia HQ),Солнечные панели и инверторы,Морской фрахт,Mangystau Cargo Express,35.62,221,383400.0
HYR-20258903,2025-08-18 04:48,Порт Актау,Астана (Логистический хаб),Солнечные панели и инверторы,Автотранспорт (Трал),SilkWay Heavy Haulage,38.46,2165,3886600.0
HYR-20258904,2025-06-14 21:49,Порт Роттердам (Нидерланды),ВИЭ-Кластер Рахым (Мангистау),Модули электролизеров (Водород),Ж/Д транспорт,SilkWay Heavy Haulage,42.18,3846,8108300.0
HYR-20258905,2025-02-23 12:48,Порт Роттердам (Нидерланды),Порт Актау,Компоненты ветротурбин (Лопасти/Башни),Автотранспорт (Трал),SilkWay Heavy Haulage,58.76,4402,7985400.0
HYR-20258906,2025-12-14 18:52,Промзона Курык (Hyrasia HQ),Жанаозен,Модули электролизеров (Водород),Ж/Д транспорт,KazMano-Trans LLC,55.29,413,1219000.0
HYR-20258907,2025-06-13 03:07,Жанаозен,Промзона Курык (Hyrasia HQ),Оборудование опреснения воды,Ж/Д транспорт,KazMano-Trans LLC,51.98,397,1047100.0
HYR-20258908,2025-02-09 23:20,Астана (Логистический хаб),Порт Роттердам (Нидерланды),Оборудование опреснения воды,Ж/Д транспорт,KazMano-Trans LLC,45.54,4073,9430800.0
HYR-20258909,2025-05-30 00:41,Порт Актау,Астана (Логистический хаб),Компоненты ветротурбин (Лопасти/Башни),Морской фрахт,Kuryk Port Logistics,42.1,2329,4086500.0
HYR-20258910,2025-09-19 12:46,Жанаозен,ВИЭ-Кластер Абай (Мангистау),Оборудование опреснения воды,Ж/Д транспорт,Mangystau Cargo Express,60.35,379,1141500.0
HYR-20258911,2025-05-08 23:26,ВИЭ-Кластер Абай (Мангистау),Промзона Курык (Hyrasia HQ),Солнечные панели и инверторы,Автотранспорт (Трал),KazMano-Trans LLC,16.56,291,213900.0
HYR-20258912,2025-07-14 13:01,ВИЭ-Кластер Рахым (Мангистау),ВИЭ-Кластер Абай (Мангистау),Компоненты ветротурбин (Лопасти/Башни),Морской фрахт,SilkWay Heavy Haulage,16.56,352,248200.0
HYR-20258913,2025-03-26 05:06,Астана (Логистический хаб),ВИЭ-Кластер Рахым (Мангистау),Компоненты ветротурбин (Лопасти/Башни),Ж/Д транспорт,Kuryk Port Logistics,63.95,1798,5705800.0
HYR-20258914,2025-01-03 13:19,Астана (Логистический хаб),ВИЭ-Кластер Рахым (Мангистау),Компоненты ветротурбин (Лопасти/Башни),Морской фрахт,SilkWay Heavy Haulage,38.19,2194,3828700.0
HYR-20258915,2025-12-06 01:21,Порт Актау,Порт Баку (Азербайджан),Спецтехника и металлоконструкции,Морской фрахт,Caspian Sea Logistics,34.0,688,746900.0
HYR-20258916,2025-05-24 02:56,Промзона Курык (Hyrasia HQ),Жанаозен,Модули электролизеров (Водород),Ж/Д транспорт,Mangystau Cargo Express,56.04,290,615300.0
HYR-20258917,2025-11-07 12:34,Промзона Курык (Hyrasia HQ),Порт Роттердам (Нидерланды),Модули электролизеров (Водород),Ж/Д транспорт,Svevind Global Transport,55.99,4037,10296300.0
HYR-20258918,2025-06-07 12:12,Порт Актау,ВИЭ-Кластер Рахым (Мангистау),Компоненты ветротурбин (Лопасти/Башни),Автотранспорт (Трал),KazMano-Trans LLC,15.6,127,104200.0
HYR-20258919,2025-01-17 05:42,Порт Актау,Атырау (Нефтемаш),Оборудование опреснения воды,Морской фрахт,Svevind Global Transport,15.41,319,262100.0
HYR-20258920,2025-04-21 02:19,Атырау (Нефтемаш),Порт Актау,Спецтехника и металлоконструкции,Автотранспорт (Контейнеровоз),KazMano-Trans LLC,52.72,326,1216000.0
HYR-20258921,2025-11-11 06:12,Астана (Логистический хаб),Порт Баку (Азербайджан),Спецтехника и металлоконструкции,Морской фрахт,Mangystau Cargo Express,52.14,682,1292900.0
HYR-20258922,2025-09-18 03:32,Порт Роттердам (Нидерланды),Промзона Курык (Hyrasia HQ),Солнечные панели и инверторы,Ж/Д транспорт,Mangystau Cargo Express,18.51,3548,4197200.0
HYR-20258923,2025-01-05 16:44,Порт Роттердам (Нидерланды),Порт Актау,Солнечные панели и инверторы,Автотранспорт (Контейнеровоз),SilkWay Heavy Haulage,55.49,4084,11469400.0
HYR-20258924,2025-02-12 22:36,Жанаозен,Астана (Логистический хаб),Модули электролизеров (Водород),Автотранспорт (Контейнеровоз),Mangystau Cargo Express,33.8,1893,2621200.0
HYR-20258925,2025-07-24 05:07,ВИЭ-Кластер Рахым (Мангистау),Порт Роттердам (Нидерланды),Зеленый аммиак (ЖД цистерны),Ж/Д транспорт,Kuryk Port Logistics,33.2,4209,4366100.0
HYR-20258926,2025-06-27 02:33,ВИЭ-Кластер Рахым (Мангистау),Промзона Курык (Hyrasia HQ),Компоненты ветротурбин (Лопасти/Башни),Морской фрахт,Kuryk Port Logistics,64.14,192,422900.0
HYR-20258927,2025-01-12 07:32,Атырау (Нефтемаш),Порт Баку (Азербайджан),Зеленый аммиак (ЖД цистерны),Автотранспорт (Контейнеровоз),Svevind Global Transport,36.15,415,507500.0
HYR-20258928,2025-07-16 14:03,Промзона Курык (Hyrasia HQ),ВИЭ-Кластер Абай (Мангистау),Солнечные панели и инверторы,Автотранспорт (Контейнеровоз),Svevind Global Transport,13.22,148,88900.0
HYR-20258929,2025-06-19 06:52,Астана (Логистический хаб),Порт Актау,Модули электролизеров (Водород),Морской фрахт,Mangystau Cargo Express,21.81,2089,1835900.0
HYR-20258930,2025-01-14 01:20,ВИЭ-Кластер Рахым (Мангистау),Порт Актау,Модули электролизеров (Водород),Ж/Д транспорт,Svevind Global Transport,25.02,126,120100.0
HYR-20258931,2025-02-09 04:40,Жанаозен,Порт Баку (Азербайджан),Модули электролизеров (Водород),Морской фрахт,Kuryk Port Logistics,62.51,766,1967900.0
HYR-20258932,2025-10-17 05:02,Астана (Логистический хаб),ВИЭ-Кластер Абай (Мангистау),Модули электролизеров (Водород),Морской фрахт,KazMano-Trans LLC,20.84,2332,1851900.0
HYR-20258933,2025-11-06 17:41,Астана (Логистический хаб),Атырау (Нефтемаш),Модули электролизеров (Водород),Автотранспорт (Трал),Caspian Sea Logistics,30.82,2356,3553400.0
HYR-20258934,2025-11-09 13:07,Порт Роттердам (Нидерланды),ВИЭ-Кластер Рахым (Мангистау),Компоненты ветротурбин (Лопасти/Башни),Автотранспорт (Контейнеровоз),Kuryk Port Logistics,49.98,3508,5992100.0
HYR-20258935,2025-09-04 23:22,Промзона Курык (Hyrasia HQ),Порт Роттердам (Нидерланды),Спецтехника и металлоконструкции,Ж/Д транспорт,SilkWay Heavy Haulage,21.45,3845,2590000.0
HYR-20258936,2025-04-28 18:13,ВИЭ-Кластер Рахым (Мангистау),Жанаозен,Зеленый аммиак (ЖД цистерны),Ж/Д транспорт,Caspian Sea Logistics,47.1,308,671200.0
HYR-20258937,2025-02-09 17:27,Порт Роттердам (Нидерланды),Порт Баку (Азербайджан),Спецтехника и металлоконструкции,Автотранспорт (Контейнеровоз),Svevind Global Transport,17.45,4402,2747200.0
HYR-20258938,2025-02-13 03:57,Порт Баку (Азербайджан),Жанаозен,Солнечные панели и инверторы,Автотранспорт (Контейнеровоз),SilkWay Heavy Haulage,19.55,639,575700.0
HYR-20258939,2025-04-04 06:08,ВИЭ-Кластер Абай (Мангистау),Промзона Курык (Hyrasia HQ),Солнечные панели и инверторы,Автотранспорт (Контейнеровоз),Caspian Sea Logistics,64.18,57,115100.0
HYR-20258940,2025-03-07 02:58,Порт Баку (Азербайджан),Порт Роттердам (Нидерланды),Спецтехника и металлоконструкции,Ж/Д транспорт,Caspian Sea Logistics,27.14,3600,3534700.0
HYR-20258941,2025-04-01 06:56,Порт Баку (Азербайджан),Астана (Логистический хаб),Модули электролизеров (Водород),Морской фрахт,Svevind Global Transport,48.78,444,733100.0
HYR-20258942,2025-04-27 19:24,ВИЭ-Кластер Абай (Мангистау),Порт Актау,Модули электролизеров (Водород),Морской фрахт,SilkWay Heavy Haulage,55.4,447,922900.0
HYR-20258943,2025-03-18 18:53,Порт Баку (Азербайджан),Астана (Логистический хаб),Спецтехника и металлоконструкции,Ж/Д транспорт,Kuryk Port Logistics,25.81,687,677700.0
HYR-20258944,2025-03-25 20:10,ВИЭ-Кластер Рахым (Мангистау),Жанаозен,Модули электролизеров (Водород),Морской фрахт,Kuryk Port Logistics,26.43,46,51500.0
HYR-20258945,2025-02-14 13:46,Астана (Логистический хаб),Порт Роттердам (Нидерланды),Спецтехника и металлоконструкции,Автотранспорт (Трал),SilkWay Heavy Haulage,51.39,3775,8342600.0
HYR-20258946,2025-12-17 22:29,Порт Роттердам (Нидерланды),ВИЭ-Кластер Абай (Мангистау),Оборудование опреснения воды,Автотранспорт (Трал),Caspian Sea Logistics,41.42,4248,8050200.0
HYR-20258947,2025-01-14 01:01,Порт Актау,Промзона Курык (Hyrasia HQ),Солнечные панели и инверторы,Ж/Д транспорт,SilkWay Heavy Haulage,26.71,417,426500.0
HYR-20258948,2025-06-15 01:17,Атырау (Нефтемаш),Астана (Логистический хаб),Модули электролизеров (Водород),Морской фрахт,Kuryk Port Logistics,49.97,2102,6821800.0
HYR-20258949,2025-06-28 19:46,Порт Роттердам (Нидерланды),Жанаозен,Зеленый аммиак (ЖД цистерны),Автотранспорт (Трал),SilkWay Heavy Haulage,56.82,3865,12024300.0
HYR-20258950,2025-01-22 14:46,Жанаозен,Промзона Курык (Hyrasia HQ),Оборудование опреснения воды,Морской фрахт,KazMano-Trans LLC,19.1,229,154200.0
HYR-20258951,2025-06-15 10:17,Промзона Курык (Hyrasia HQ),Порт Роттердам (Нидерланды),Компоненты ветротурбин (Лопасти/Башни),Автотранспорт (Контейнеровоз),Svevind Global Transport,6.46,3513,767500.0
HYR-20258952,2025-10-16 17:54,ВИЭ-Кластер Рахым (Мангистау),Порт Роттердам (Нидерланды),Оборудование опреснения воды,Морской фрахт,Kuryk Port Logistics,21.45,4427,4849000.0
HYR-20258953,2025-12-24 23:14,Порт Роттердам (Нидерланды),ВИЭ-Кластер Рахым (Мангистау),Оборудование опреснения воды,Автотранспорт (Трал),Svevind Global Transport,45.47,4276,7827600.0
HYR-20258954,2025-07-14 11:07,ВИЭ-Кластер Рахым (Мангистау),Порт Актау,Оборудование опреснения воды,Автотранспорт (Трал),KazMano-Trans LLC,59.92,395,1599400.0
HYR-20258955,2025-08-10 04:51,ВИЭ-Кластер Абай (Мангистау),Порт Актау,Зеленый аммиак (ЖД цистерны),Ж/Д транспорт,Caspian Sea Logistics,56.78,216,498100.0
HYR-20258956,2025-07-01 08:41,Порт Актау,Порт Баку (Азербайджан),Солнечные панели и инверторы,Ж/Д транспорт,Mangystau Cargo Express,18.33,489,273800.0
HYR-20258957,2025-02-16 00:26,Жанаозен,Атырау (Нефтемаш),Модули электролизеров (Водород),Автотранспорт (Контейнеровоз),Kuryk Port Logistics,57.86,132,300700.0
HYR-20258958,2025-12-31 03:04,Астана (Логистический хаб),ВИЭ-Кластер Абай (Мангистау),Зеленый аммиак (ЖД цистерны),Автотранспорт (Трал),Caspian Sea Logistics,53.64,2227,5405800.0
HYR-20258959,2025-07-23 21:21,Астана (Логистический хаб),Порт Актау,Зеленый аммиак (ЖД цистерны),Ж/Д транспорт,KazMano-Trans LLC,49.06,2363,4775000.0
HYR-20258960,2025-10-02 14:59,Порт Роттердам (Нидерланды),Промзона Курык (Hyrasia HQ),Спецтехника и металлоконструкции,Ж/Д транспорт,SilkWay Heavy Haulage,46.29,3913,9854600.0
HYR-20258961,2025-11-08 06:47,Порт Баку (Азербайджан),ВИЭ-Кластер Рахым (Мангистау),Модули электролизеров (Водород),Ж/Д транспорт,KazMano-Trans LLC,53.43,535,1571000.0
HYR-20258962,2025-04-03 04:53,ВИЭ-Кластер Абай (Мангистау),Порт Актау,Спецтехника и металлоконструкции,Автотранспорт (Контейнеровоз),Svevind Global Transport,56.7,257,635400.0
HYR-20258963,2025-08-22 07:43,Порт Баку (Азербайджан),Астана (Логистический хаб),Спецтехника и металлоконструкции,Автотранспорт (Контейнеровоз),SilkWay Heavy Haulage,54.15,734,1884900.0
HYR-20258964,2025-02-25 23:56,Порт Баку (Азербайджан),ВИЭ-Кластер Рахым (Мангистау),Оборудование опреснения воды,Автотранспорт (Трал),Caspian Sea Logistics,12.31,649,383700.0
HYR-20258965,2025-09-14 20:01,Жанаозен,Промзона Курык (Hyrasia HQ),Спецтехника и металлоконструкции,Автотранспорт (Контейнеровоз),SilkWay Heavy Haulage,48.33,409,593100.0
HYR-20258966,2025-02-16 04:03,ВИЭ-Кластер Рахым (Мангистау),Промзона Курык (Hyrasia HQ),Компоненты ветротурбин (Лопасти/Башни),Автотранспорт (Трал),Svevind Global Transport,55.48,177,430200.0
HYR-20258967,2025-01-15 05:45,Порт Роттердам (Нидерланды),Порт Актау,Оборудование опреснения воды,Автотранспорт (Трал),KazMano-Trans LLC,16.14,3919,3420500.0
HYR-20258968,2025-10-05 14:49,Астана (Логистический хаб),ВИЭ-Кластер Абай (Мангистау),Оборудование опреснения воды,Автотранспорт (Трал),Caspian Sea Logistics,17.83,2186,1900900.0
HYR-20258969,2025-05-27 20:34,Промзона Курык (Hyrasia HQ),Порт Актау,Спецтехника и металлоконструкции,Ж/Д транспорт,Mangystau Cargo Express,52.16,63,126500.0
HYR-20258970,2025-03-08 16:08,Порт Баку (Азербайджан),Жанаозен,Спецтехника и металлоконструкции,Морской фрахт,Mangystau Cargo Express,25.64,640,641800.0
HYR-20258971,2025-01-31 19:08,Жанаозен,ВИЭ-Кластер Рахым (Мангистау),Солнечные панели и инверторы,Ж/Д транспорт,KazMano-Trans LLC,28.98,175,190600.0
HYR-20258972,2025-07-07 02:17,Атырау (Нефтемаш),Порт Баку (Азербайджан),Оборудование опреснения воды,Ж/Д транспорт,Caspian Sea Logistics,27.63,400,505700.0
HYR-20258973,2025-08-15 15:40,Порт Роттердам (Нидерланды),ВИЭ-Кластер Абай (Мангистау),Компоненты ветротурбин (Лопасти/Башни),Автотранспорт (Контейнеровоз),Caspian Sea Logistics,17.77,4256,2452900.0
HYR-20258974,2025-04-04 11:27,Порт Баку (Азербайджан),Жанаозен,Зеленый аммиак (ЖД цистерны),Ж/Д транспорт,SilkWay Heavy Haulage,61.33,729,1665400.0
HYR-20258975,2025-03-16 09:57,ВИЭ-Кластер Рахым (Мангистау),Порт Актау,Спецтехника и металлоконструкции,Автотранспорт (Трал),Kuryk Port Logistics,53.35,150,494300.0
HYR-20258976,2025-12-31 17:16,Жанаозен,Порт Роттердам (Нидерланды),Оборудование опреснения воды,Морской фрахт,KazMano-Trans LLC,20.03,3970,3449600.0
HYR-20258977,2025-06-25 04:59,Порт Актау,Порт Роттердам (Нидерланды),Зеленый аммиак (ЖД цистерны),Автотранспорт (Контейнеровоз),SilkWay Heavy Haulage,11.37,3857,1981600.0
HYR-20258978,2025-05-20 17:45,Промзона Курык (Hyrasia HQ),Атырау (Нефтемаш),Спецтехника и металлоконструкции,Морской фрахт,KazMano-Trans LLC,27.36,70,95600.0
HYR-20258979,2025-03-17 05:52,Жанаозен,Астана (Логистический хаб),Солнечные панели и инверторы,Автотранспорт (Контейнеровоз),Svevind Global Transport,29.92,1776,1811000.0
HYR-20258980,2025-03-08 15:27,Астана (Логистический хаб),Порт Баку (Азербайджан),Спецтехника и металлоконструкции,Ж/Д транспорт,KazMano-Trans LLC,5.43,461,89200.0
HYR-20258981,2025-09-01 20:13,Промзона Курык (Hyrasia HQ),Порт Роттердам (Нидерланды),Компоненты ветротурбин (Лопасти/Башни),Ж/Д транспорт,SilkWay Heavy Haulage,58.23,4046,12205800.0
HYR-20258982,2025-05-28 15:48,Порт Актау,Жанаозен,Модули электролизеров (Водород),Ж/Д транспорт,Caspian Sea Logistics,56.08,211,600900.0
HYR-20258983,2025-03-19 16:49,Атырау (Нефтемаш),Порт Баку (Азербайджан),Модули электролизеров (Водород),Ж/Д транспорт,KazMano-Trans LLC,56.01,574,1624800.0
HYR-20258984,2025-07-01 23:43,Порт Роттердам (Нидерланды),ВИЭ-Кластер Абай (Мангистау),Спецтехника и металлоконструкции,Автотранспорт (Контейнеровоз),Caspian Sea Logistics,53.35,4427,8317200.0
HYR-20258985,2025-08-05 07:07,Порт Баку (Азербайджан),Порт Роттердам (Нидерланды),Солнечные панели и инверторы,Автотранспорт (Контейнеровоз),Svevind Global Transport,48.99,3946,6081000.0
HYR-20258986,2025-09-02 11:33,ВИЭ-Кластер Абай (Мангистау),Порт Баку (Азербайджан),Компоненты ветротурбин (Лопасти/Башни),Автотранспорт (Трал),Mangystau Cargo Express,43.07,421,781200.0
HYR-20258987,2025-02-02 00:25,ВИЭ-Кластер Рахым (Мангистау),Жанаозен,Спецтехника и металлоконструкции,Автотранспорт (Контейнеровоз),Mangystau Cargo Express,62.62,174,563900.0
HYR-20258988,2025-10-22 00:20,Жанаозен,Атырау (Нефтемаш),Зеленый аммиак (ЖД цистерны),Автотранспорт (Контейнеровоз),SilkWay Heavy Haulage,47.7,173,296600.0
HYR-20258989,2025-04-03 07:57,Астана (Логистический хаб),Порт Актау,Солнечные панели и инверторы,Ж/Д транспорт,KazMano-Trans LLC,42.81,2223,5006200.0
HYR-20258990,2025-01-01 17:29,ВИЭ-Кластер Рахым (Мангистау),Порт Баку (Азербайджан),Оборудование опреснения воды,Автотранспорт (Трал),Svevind Global Transport,52.33,786,1379500.0
HYR-20258991,2025-08-01 02:15,Астана (Логистический хаб),ВИЭ-Кластер Рахым (Мангистау),Зеленый аммиак (ЖД цистерны),Морской фрахт,Svevind Global Transport,19.78,1799,1332700.0
HYR-20258992,2025-02-16 07:37,Жанаозен,ВИЭ-Кластер Рахым (Мангистау),Спецтехника и металлоконструкции,Автотранспорт (Контейнеровоз),Caspian Sea Logistics,63.03,82,193600.0
HYR-20258993,2025-11-16 03:27,Атырау (Нефтемаш),ВИЭ-Кластер Абай (Мангистау),Оборудование опреснения воды,Морской фрахт,Kuryk Port Logistics,6.15,369,76700.0
HYR-20258994,2025-01-26 08:54,Атырау (Нефтемаш),ВИЭ-Кластер Рахым (Мангистау),Оборудование опреснения воды,Ж/Д транспорт,SilkWay Heavy Haulage,43.9,303,689300.0
HYR-20258995,2025-03-06 14:34,Порт Актау,Порт Баку (Азербайджан),Зеленый аммиак (ЖД цистерны),Ж/Д транспорт,Svevind Global Transport,9.63,600,341000.0
